sample	tb_profiler_strain	mixed_strain
SRR13232533	lineage2.2.1	no
SRR13232534	lineage2.2.1	no
SRR13232535	lineage2.2.1	no
SRR13232536	lineage4.3.3	no
SRR13232537	lineage2.2.1	no
SRR13232538	lineage2.2.1	no
SRR13232539	lineage4.3.3	no
SRR13232540	lineage4.3.3	no
SRR13232541	lineage2.2.1	no
SRR13232542	lineage2.2.1	no
SRR13232543	lineage4.3.3	no
SRR13232544	lineage2.2.1	no
SRR13232545	lineage2.2.1	no
SRR13232546	lineage2.2.1	no
SRR13232547	lineage2.2.1	no
SRR13232548	lineage2.2.1	no
SRR13232549	lineage2.2.1	no
SRR13232550	lineage2.2.1	no
SRR13232551	lineage2.2.1	no
SRR13232552	lineage4.3.3	no
SRR13232553	lineage2.2.1	no
SRR13232554	lineage4.2.1	no
SRR13232555	lineage2.2.1	no
SRR13232556	lineage2.2.1	no
SRR13232557	lineage2.2.1	no
SRR13232558	lineage4.8	no
SRR13232559	lineage2.2.1	no
SRR13232560	lineage2.2.1	no
SRR13232561	lineage2.2.1	no
SRR13232562	lineage2.2.1	no
SRR13232563	lineage2.2.1	no
SRR13232564	lineage2.2.1	no
SRR13232565	lineage2.2.1	no
SRR13232566	lineage4.3.3	no
SRR13232567	lineage2.2.1	no
SRR13232568	lineage4.3.3	no
SRR13232569	lineage4.3.3	no
SRR13232570	lineage2.2.1	no
SRR13232571	lineage2.2.1	no
SRR13232572	lineage2.2.1	no
SRR13232573	lineage4.3.3	no
SRR13232574	lineage2.2.1	no
SRR13232575	lineage2.2.1	no
SRR13232576	lineage2.2.1	no
SRR13232577	lineage2.2.1	no
SRR13232578	lineage2.2.1	no
SRR13232579	lineage2.2.1	no
SRR13232580	lineage4.3.3	no
SRR13232581	lineage2.2.1	no
SRR13232582	lineage2.2.1	no
SRR13232583	lineage2.2.1	no
SRR13232584	lineage2.2.1	no
SRR13232585	lineage2.2.1	no
SRR13232586	lineage2.2.1	no
SRR13232587	lineage2.2.1	no
SRR13232588	lineage2.2.1	no
SRR13232589	lineage2.2.1	no
SRR13232590	lineage4.2.1	no
SRR13232591	lineage4.3.3	no
SRR13232592	lineage2.2.1	no
SRR13232593	lineage2.2.1	no
SRR13232594	lineage2.2.1	no
SRR13232595	lineage4.3.3	no
SRR13232596	lineage2.2.1	no
SRR13232597	lineage2.2.1	no
SRR13232598	lineage2.2.1	no
SRR13232599	lineage2.2.1	no
SRR13232600	lineage2.2.1	no
SRR13232601	lineage2.2.1	no
SRR13232602	lineage2.2.1	no
SRR13232603	lineage4.3.3	no
SRR13232604	lineage4.5	no
SRR13232605	lineage2.2.1	no
SRR13232606	lineage4.1.2.1	no
SRR13232607	lineage2.2.1	no
SRR13232608	lineage2.2.1	no
SRR13232610	lineage2.2.1	no
SRR13232611	lineage2.2.1	no
SRR13232612	lineage2.2.1	no
SRR13232613	lineage2.2.1	no
SRR13232614	lineage4.3.3	no
SRR13232615	lineage2.2.1	no
SRR13232616	lineage2.2.1	no
SRR13232617	lineage2.2.1	no
SRR13232618	lineage2.2.1	no
SRR13232619	lineage2.2.1	no
SRR13232620	lineage2.2.1	no
SRR13232621	lineage2.2.1	no
SRR13232622	lineage4.3.3	no
SRR13232623	lineage2.2.1	no
SRR13232624	lineage2.2.1	no
SRR13232625	lineage2.2.1	no
SRR13232626	lineage2.2.1	no
SRR13232627	lineage2.2.1	no
SRR13232628	lineage2.2.1	no
SRR13232629	lineage2.2.1	no
SRR13232630	lineage2.2.1	no
SRR13232631	lineage4.1.2	no
SRR13232632	lineage2.2.1	no
SRR13232633	lineage4.8	no
SRR13232634	lineage2.2.1	no
SRR13232635	lineage2.2.1	no
SRR13232636	lineage2.2.1	no
SRR13232637	lineage2.2.1	no
SRR13232638	lineage4.8	no
SRR13232639	lineage4.8	no
SRR13232640	lineage2.2.1	no
SRR13232641	lineage2.2.1	no
SRR13232642	lineage2.2.1	no
SRR13232643	lineage2.2.1	no
SRR13232644	lineage2.2.1	no
SRR13232645	lineage2.2.1	no
SRR13232646	lineage2.2.1	no
SRR13232647	lineage2.2.1	no
SRR13232648	lineage2.2.1	no
SRR13232649	lineage2.2.1	no
SRR13232650	lineage2.2.1	no
SRR13232651	lineage2.2.1	no
SRR13232652	lineage2.2.1	no
SRR13232653	lineage2.2.1	no
SRR13232654	lineage2.2.1	no
SRR13232655	lineage4;lineage2.2.1	yes
SRR13232656	lineage2.2.1	no
SRR13232657	lineage2.2.1	no
SRR13232658	lineage2.2.1	no
SRR13232659	lineage2.2.1	no
SRR13232660	lineage2.2.1	no
SRR13232661	lineage2.2.1	no
SRR13232662	lineage2.2.1	no
SRR13232663	lineage2.2.1	no
SRR13232664	lineage2.2.1	no
SRR13232665	lineage4.3.3	no
SRR13232666	lineage4.3.3	no
SRR13232667	lineage2.2.1	no
SRR13232668	lineage2.2.1	no
SRR13232669	lineage2.2.1	no
SRR13232670	lineage2.2.1	no
SRR13232671	lineage4.3.3	no
SRR13232672	lineage4.3.3	no
SRR13232673	lineage2.2.1	no
SRR13232674	lineage2.2.1	no
SRR13232675	lineage4.3.3	no
SRR13232676	lineage2.2.1	no
SRR13232677	lineage2.2.1	no
SRR13232678	lineage2.2.1	no
SRR13232679	lineage4.3.3	no
SRR13232680	lineage2.2.1	no
SRR13232681	lineage4.3.3	no
SRR13232682	lineage2.2.1	no
SRR13232683	lineage2.2.1	no
SRR13232684	lineage2.2.1	no
SRR13232685	lineage2.2.1	no
SRR13232686	lineage2.2.1	no
SRR13232687	lineage2.2.1	no
SRR13232688	lineage2.2.1	no
SRR13232689	lineage2.2.1	no
SRR13232690	lineage2.2.1	no
SRR13232691	lineage2.2.1	no
SRR13232692	lineage2.2.1	no
SRR13232693	lineage4.3.3	no
SRR13232694	lineage2.2.1	no
SRR13232695	lineage2.2.1	no
SRR13232696	lineage2.2.1	no
SRR13232697	lineage2.2.1	no
SRR13232698	lineage4.3.3	no
SRR13232699	lineage4.3.3	no
SRR13232700	lineage2.2.1	no
SRR13232701	lineage2.2.1	no
SRR13232702	lineage2.2.1	no
SRR13232703	lineage2.2.1	no
SRR13232704	lineage2.2.1	no
SRR13232705	lineage2.2.1	no
SRR13232706	lineage4.3.3	no
SRR13232707	lineage4.3.3	no
SRR13232708	lineage2.2.1	no
SRR13232709	lineage2.2.1	no
SRR13232710	lineage4.3.3	no
SRR13232711	lineage2.2.1	no
SRR13232712	lineage4.3.3	no
SRR13232713	lineage2.2.1	no
SRR13232714	lineage2.2.1	no
SRR13232715	lineage2.2.1	no
SRR13232716	lineage2.2.1	no
SRR13232717	lineage2.2.1	no
SRR13232718	lineage4.3.3	no
SRR13232719	lineage2.2.1	no
SRR13232720	lineage4.3.3	no
SRR13232721	lineage4.3.3	no
SRR13232722	lineage2.2.1	no
SRR13232723	lineage4.3.3	no
SRR13232724	lineage2.2.1	no
SRR13232725	lineage2.2.1	no
SRR13232726	lineage2.2.1	no
SRR13232727	lineage4.3.3	no
SRR13232728	lineage2.2.1	no
SRR13232729	lineage4.3.3;lineage4.2.1.1	yes
SRR13232730	lineage4.3.3	no
SRR13232731	lineage2.2.1	no
SRR13232732	lineage2.2.1	no
SRR13232733	lineage2.2.1	no
SRR13232734	lineage2.2.1	no
SRR13232735	lineage2.2.1	no
SRR13232736	lineage2.2.1	no
SRR13232737	lineage2.2.1	no
SRR13232738	lineage2.2.1	no
SRR13232739	lineage2.2.1	no
SRR13232740	lineage2.2.1	no
SRR13232741	lineage2.2.1	no
SRR13232742	lineage2.2.1	no
SRR13232743	lineage2.2.1	no
SRR13232744	lineage2.2.1	no
SRR13232745	lineage2.2.1	no
SRR13232746	lineage2.2.1	no
SRR13232747	lineage4.3.3	no
SRR13232748	lineage4.3.3	no
SRR13232749	lineage2.2.1	no
SRR13232750	lineage2.2.1	no
SRR13232751	lineage2.2.1	no
SRR13232752	lineage4.3.3	no
SRR13232753	lineage4.1.2.1	no
SRR13232754	lineage2.2.1	no
SRR13232755	lineage4.3.3	no
SRR13232756	lineage4.3.3	no
SRR13232757	lineage2.2.1	no
SRR13232758	lineage2.2.1	no
SRR13232759	lineage4.3.3;lineage2.2.1	yes
SRR13232760	lineage2.2.1	no
SRR13232761	lineage4.3.3	no
SRR13232762	lineage2.2.1	no
SRR13232763	lineage2.2.1	no
SRR13232764	lineage4.3.3	no
SRR13232765	lineage2.2.1	no
SRR13232766	lineage2.2.1	no
SRR13232767	lineage4.1.2.1	no
SRR13232768	lineage2.2.1	no
SRR13232769	lineage2.2.1	no
SRR13232770	lineage4.3.3	no
SRR13232771	lineage4.3.3	no
SRR13232772	lineage4.3.3	no
SRR13232773	lineage2.2.1	no
SRR13232774	lineage4.3.3	no
SRR13232775	lineage2.2.1	no
SRR13232776	lineage2.2.1	no
SRR13232777	lineage2.2.1	no
SRR13232778	lineage2.2.1	no
SRR13232779	lineage4.3.3	no
SRR13232780	lineage2.2.1	no
SRR13232781	lineage2.2.1	no
SRR13232782	lineage2.2.1	no
SRR13232783	lineage2.2.1	no
SRR13232784	lineage2.2.1	no
SRR13232785	lineage2.2.1	no
SRR13232786	lineage2.2.1	no
SRR13232787	lineage2.2.1	no
SRR13243557	lineage2.2.1	no
SRR13243558	lineage2.2.1	no
SRR13243559	lineage2.2.1	no
SRR13243560	lineage2.2.1	no
SRR13243561	lineage2.2.1	no
SRR13243562	lineage2.2.1	no
SRR13243563	lineage2.2.1	no
SRR13243564	lineage2.2.1	no
SRR13243565	lineage2.2.1	no
SRR13243566	lineage2.2.1	no
SRR13243567	lineage2.2.1	no
SRR13282527	lineage2.2.1	no
SRR13312517	lineage2.2.1	no
SRR13312518	lineage2.2.1	no
SRR13312519	lineage2.2.1	no
SRR13312520	lineage2.2.1	no
SRR13312521	lineage2.2.1	no
SRR13312522	lineage2.2.1	no
SRR13312523	lineage2.2.1	no
SRR13312524	lineage2.2.1	no
SRR13312525	lineage2.2.1	no
SRR13312526	lineage2.2.1	no
SRR13312527	lineage2.2.1	no
SRR13312528	lineage2.2.1	no
SRR13312529	lineage2.2.1	no
SRR13312530	lineage4.3.3;lineage4.2.1	yes
SRR13312531	lineage4.3.3	no
SRR13312532	lineage4.3.3	no
SRR13312533	lineage4.3.3	no
SRR13312534	lineage4.3.3	no
SRR13312535	lineage4.3.3	no
SRR13312536	lineage2.2.1	no
SRR13312537	lineage4.3.3	no
SRR13312538	lineage4.3.3	no
SRR13312539	lineage4.3.3	no
SRR13312540	lineage2.2.1	no
SRR13312541	lineage2.2.1	no
SRR13312542	lineage2.2.1	no
SRR13312543	lineage2.2.1	no
SRR13312544	lineage2.2.1	no
SRR13312545	lineage2.2.1	no
SRR13312546	lineage2.2.1	no
SRR13312547	lineage2.2.1	no
SRR13312548	lineage2.2.1	no
SRR13423531	lineage2.2.1	no
SRR13423532	lineage2.2.1	no
SRR13423533	lineage4.4.2	no
SRR13423534	lineage2.2.1	no
SRR13423535	lineage2.2.1	no
SRR13423536	lineage2.2.1	no
SRR13423537	lineage2.2.1	no
SRR13423538	lineage2.2.1	no
SRR13423539	lineage2.2.1	no
SRR13423540	lineage2.2.1	no
SRR13423541	lineage2.2.1	no
SRR13423542	lineage2.2.1	no
SRR13423543	lineage4.8	no
SRR13423544	lineage4.5	no
SRR13423545	lineage2.2.1	no
SRR13423546	lineage4.4.2	no
SRR13423547	lineage2.2.1	no
SRR13423548	lineage2.2.2	no
SRR13423549	lineage2.2.1	no
SRR13423550	lineage2.2.1	no
SRR13423551	lineage2.2.1	no
SRR13423552	lineage2.2.1	no
SRR13423553	lineage2.2.1	no
SRR13423554	lineage2.2.1	no
SRR13423555	lineage2.2.2	no
SRR13423556	lineage2.2.2	no
SRR13423557	lineage2.2.1	no
SRR13423558	lineage4.4.2	no
SRR13423559	lineage2.2.1	no
SRR13423560	lineage2.2.1.1	no
SRR13423561	lineage4.2.2	no
SRR13423562	lineage2.2.1	no
SRR13423563	lineage2.2.1	no
SRR13423564	lineage2.2.1	no
SRR13423565	lineage2.2.1	no
SRR13423566	lineage2.2.1	no
SRR13423567	lineage4.2.2	no
SRR13423568	lineage4.4.2	no
SRR13423569	lineage2.2.1	no
SRR13423570	lineage2.2.2	no
SRR13423571	lineage2.2.1	no
SRR13423572	lineage4.5	no
SRR13423573	lineage2.2.1	no
SRR13423574	lineage4.5	no
SRR13423575	lineage2.2.1	no
SRR13423576	lineage2.2.1.1	no
SRR13423577	lineage2.2.1.1	no
SRR13423578	lineage2.2.1	no
SRR13423579	lineage2.2.1	no
SRR13423580	lineage2.2.1	no
SRR13423581	lineage2.2.1	no
SRR13423582	lineage2.1	no
SRR13423583	lineage2.2.1	no
SRR13423584	lineage2.2.1	no
SRR13423585	lineage2.2.1	no
SRR13423586	lineage4.8	no
SRR13423587	lineage2.2.1	no
SRR13423588	lineage4.9	no
SRR13423589	lineage2.2.1	no
SRR13423590	lineage2.2.1	no
SRR13423591	lineage2.2.1	no
SRR13423592	lineage2.2.1	no
SRR13423593	lineage2.2.1	no
SRR13423594	lineage2.2.1	no
SRR13423595	lineage4.4.2	no
SRR13423596	lineage2.2.1	no
SRR13423597	NA	NA
SRR13423598	lineage2.2.1	no
SRR13423599	lineage2.2.1	no
SRR13423600	lineage2.2.1	no
SRR13423601	lineage4.8	no
SRR13423602	lineage2	no
SRR13423603	lineage2.2.1	no
SRR13423604	lineage4.2.1.1	no
SRR13423605	NA	NA
SRR13423606	NA	NA
SRR13423607	NA	NA
SRR13423608	lineage4.5	no
SRR13423609	NA	NA
SRR13423610	lineage2.2.1	no
SRR13423611	lineage4.8	no
SRR13423612	lineage2.2.1	no
SRR13423613	lineage4.4.2	no
SRR13423614	lineage2.2.1	no
SRR13423615	lineage4.5	no
SRR13423616	lineage4.5	no
SRR13423617	lineage4.9;lineage4.5	yes
SRR13423618	lineage4.9	no
SRR13423619	lineage2.2.1	no
SRR13423620	lineage4	no
SRR13423621	lineage4;lineage2	yes
SRR13423622	lineage2.2.1.1	no
SRR13423623	lineage4;lineage2.2.1.1	yes
SRR13423624	NA	NA
SRR13423625	lineage4;lineage2	yes
SRR13423626	lineage4.4	no
SRR13423627	NA	NA
SRR13423628	NA	NA
SRR13423629	lineage2.2.1	no
SRR13423630	lineage4.5	no
SRR13423631	lineage2.2.1	no
SRR13423632	lineage2.2.1	no
SRR13423633	lineage2.2.1.1	no
SRR13423634	lineage2.2.1	no
SRR13423635	lineage2.2.1	no
SRR13423636	lineage2.2.1	no
SRR13423637	lineage2.2.1	no
SRR13423638	lineage2.2.1	no
SRR13423639	lineage2.2.1	no
SRR13423640	lineage2.2.1	no
SRR13423641	lineage2.2.1	no
SRR13423642	lineage2.2.1	no
SRR13423643	lineage2.2.1	no
SRR13423644	lineage2.2.1	no
SRR13423645	lineage4.4.2	no
SRR13423646	lineage2.2.1	no
SRR13423647	lineage4.5	no
SRR13423648	lineage2.2.1.1	no
SRR13423649	lineage2.2.1	no
SRR13423650	lineage2.2.1	no
SRR13423651	lineage2.2.1	no
SRR13423652	lineage2.2.1	no
SRR13423653	lineage4.4.2	no
SRR13423654	lineage4.4.2	no
SRR13423655	lineage2.2.1	no
SRR13423656	lineage2.2.1	no
SRR13423657	lineage2.2.1	no
SRR13423658	lineage2.2.1	no
SRR13423659	lineage4.5	no
SRR13423660	lineage2.2.1	no
SRR1367196	lineage2.2.1	no
SRR1367197	lineage2.2.1	no
SRR1367216	lineage2.2.1	no
SRR1367217	lineage2.2.1	no
SRR1367219	lineage2.2.1	no
SRR1367220	lineage2.2.1	no
SRR1367221	lineage2.2.1	no
SRR1367225	lineage2.2.1	no
SRR1367226	lineage2.2.1	no
SRR1368332	lineage2.2.1	no
SRR1368333	lineage2.2.1	no
SRR1368334	lineage2.2.1	no
SRR1368335	lineage2.2.1	no
SRR1368336	lineage2.2.1	no
SRR1368337	lineage2.2.1	no
SRR1368338	lineage2.2.1	no
SRR1368339	lineage2.2.1	no
SRR1368340	lineage2.2.1	no
SRR1368341	lineage2.2.1.1	no
SRR1573680	lineage4.4.2	no
SRR1573681	lineage4.4.2	no
SRR1573682	lineage4.4.2	no
SRR1573683	lineage4.4.2	no
SRR1573684	lineage4.4.2	no
SRR1573685	lineage4.4.2	no
SRR1573686	lineage4.4.2	no
SRR1573687	lineage4.4.2	no
SRR1573688	lineage4.4.2	no
SRR1573689	lineage4.4.2	no
SRR1573690	lineage4.4.2	no
SRR1573691	lineage4.4.2	no
SRR1573692	lineage4.4.2	no
SRR1573693	lineage4.4.2	no
SRR1573694	lineage4.4.2	no
SRR1573695	lineage4.4.2	no
SRR1573696	lineage4.4.2	no
SRR1573697	lineage4.4.2	no
SRR1573698	lineage4.4.2	no
SRR1573699	lineage4.4.2	no
SRR1573700	lineage4.4.2	no
SRR1573701	lineage4.4.2	no
SRR1573702	lineage4.4.2	no
SRR1573703	lineage4.4.2	no
SRR1573704	lineage4.4.2	no
SRR1573705	lineage4.4.2	no
SRR1573706	lineage4.4.2	no
SRR1573707	lineage4.4.2	no
SRR1573708	lineage4.4.2	no
SRR1573709	lineage4.4.2	no
SRR1573710	lineage4.4.2	no
SRR1573711	lineage4.4.2;lineage4.4.1.1	yes
SRR1573712	lineage4.4.2	no
SRR1573713	lineage4.4.2	no
SRR1573714	lineage4.4.2	no
SRR1573715	lineage4.4.2	no
SRR1573716	lineage4.4.2	no
SRR1573717	lineage4.4.2	no
SRR1573718	lineage4.4.2	no
SRR1573719	lineage4.4.2	no
SRR1573720	lineage4.4.2	no
SRR1573721	lineage4.4.2	no
SRR1573722	lineage4.4.2	no
SRR1573723	lineage4.4.2	no
SRR1573724	lineage4.4.2	no
SRR1573725	lineage4.4.2	no
SRR1573726	lineage4.4.2	no
SRR1573727	lineage4.4.2	no
SRR1573728	lineage4.4.2	no
SRR1573729	lineage4.4.2	no
SRR1573730	lineage4.4.2	no
SRR1573731	lineage4.4.2	no
SRR1573732	lineage4.4.2	no
SRR1573733	lineage4.4.2	no
SRR1573734	lineage4.4.2	no
SRR16087875	lineage4.3.3	no
SRR16087876	lineage4.3.3	no
SRR16087878	lineage4.2.1.1	no
SRR16087879	lineage2.2.1	no
SRR16087880	lineage2.2.1	no
SRR16087881	lineage2.2.1	no
SRR16087882	lineage2.2.1	no
SRR16087883	lineage2.2.1	no
SRR16087886	lineage2.2.1	no
SRR16087887	lineage2.2.1	no
SRR16087888	lineage2.2.1	no
SRR16087889	lineage2.2.1	no
SRR16087890	lineage2.2.1	no
SRR16087891	lineage2.2.1	no
SRR16087892	lineage2.2.1	no
SRR16087893	lineage2.2.1	no
SRR16087894	lineage2.2.1	no
SRR16087895	lineage2.2.1	no
SRR16087896	lineage2.2.1	no
SRR16087897	lineage2.2.1	no
SRR16087898	lineage2.2.1	no
SRR16087899	lineage2.2.1	no
SRR16087900	lineage2.2.1	no
SRR16087902	lineage2.2.1	no
SRR16087904	lineage4.3.3	no
SRR16087905	lineage2.2.1	no
SRR16087906	lineage2.2.1	no
SRR16087907	lineage2.2.1	no
SRR16087908	lineage2.2.1	no
SRR16087909	lineage2.2.1	no
SRR16087910	lineage4.3.3	no
SRR16087911	lineage4.2.1.1	no
SRR16087912	lineage2.2.1	no
SRR16087913	lineage2.2.1	no
SRR16087914	lineage2.2.1	no
SRR16087915	lineage2.2.1	no
SRR16087916	lineage2.2.1	no
SRR16087917	lineage2.2.1	no
SRR16087918	lineage2.2.1	no
SRR16087919	lineage2.2.1	no
SRR16087920	lineage4.3.3	no
SRR16087921	lineage2.2.1	no
SRR16087922	lineage2.2.1	no
SRR16087923	lineage2.2.1	no
SRR16087924	lineage2.2.1	no
SRR16087925	lineage2.2.1	no
SRR16087926	lineage4.1.2.1	no
SRR16087928	lineage4.1.2.1	no
SRR16087929	lineage4.3.3	no
SRR16087931	lineage2.2.1	no
SRR16087932	lineage2.2.1	no
SRR16087933	lineage4.8	no
SRR16087934	lineage4.8	no
SRR16087935	lineage2.2.1	no
SRR16087936	lineage4.8	no
SRR16087937	lineage2.2.1	no
SRR16087938	lineage4.8	no
SRR16087939	lineage4.2.1	no
SRR16087942	lineage2.2.1	no
SRR16087943	lineage2.2.1	no
SRR16087944	lineage2.2.1	no
SRR16087945	lineage2.2.1	no
SRR16087946	lineage4.3.3	no
SRR16087947	lineage4.3.3	no
SRR16087948	lineage2.2.1	no
SRR16087949	lineage4.8	no
SRR16087950	lineage4.3.3	no
SRR16087951	lineage2.2.1	no
SRR16087952	lineage4.3.3	no
SRR16087953	lineage2.2.1	no
SRR16087954	lineage4.3.3	no
SRR16087955	lineage4.3.3	no
SRR16087956	lineage4.7	no
SRR16087957	lineage2.2.1	no
SRR16087958	lineage2.2.1	no
SRR16087959	lineage2.2.1	no
SRR16087960	lineage4.3.3	no
SRR16087961	lineage4.3.3	no
SRR16087962	lineage4.2.1	no
SRR16087963	lineage2.2.1	no
SRR16087964	lineage4.3.3	no
SRR16087965	lineage4.1.2.1	no
SRR16087966	lineage2.2.1	no
SRR16087967	lineage2.2.1	no
SRR16087968	lineage4.3.3	no
SRR16087969	lineage2.2.1	no
SRR16087970	lineage2.2.1	no
SRR16087971	lineage2.2.1	no
SRR16087972	lineage4.1.2.1	no
SRR16087973	lineage4.1.2.1	no
SRR16087974	lineage4.8	no
SRR16087976	lineage2.2.1	no
SRR16087978	lineage4.2.1.1	no
SRR16087979	lineage4.1.2.1	no
SRR16087982	lineage4.1.2.1	no
SRR16087984	lineage4.2.1	no
SRR16087985	lineage4.8	no
SRR16087986	lineage2.2.1	no
SRR16087987	lineage2.2.1	no
SRR16087988	lineage4.8	no
SRR16087989	lineage4.8;lineage2.2	yes
SRR16087990	lineage2.2.1	no
SRR16087991	lineage4.1.2.1	no
SRR16087992	lineage4.8	no
SRR16087993	lineage4.2.1	no
SRR16087994	lineage4.8	no
SRR16087995	lineage4.2.1.1	no
SRR16087996	lineage4.8	no
SRR16087997	lineage4.3.3	no
SRR16087998	lineage4.3.3	no
SRR16087999	lineage4.8	no
SRR16088000	lineage4.3.3	no
SRR16088001	lineage2.2.1	no
SRR16088002	lineage4.8	no
SRR16088003	lineage4.8	no
SRR16088004	lineage4.1.2	no
SRR16088005	lineage4.1.2.1	no
SRR16088006	lineage4.1.2.1	no
SRR16088008	lineage2.2.1	no
SRR16088009	lineage4.3.3	no
SRR16088010	lineage4.8	no
SRR16088011	lineage4.8	no
SRR16088012	lineage4.8	no
SRR16088013	lineage4.1.2.1;lineage2.2.1	yes
SRR16088014	lineage2.2.1	no
SRR16088015	lineage2.2.1	no
SRR16088016	lineage2.2.1	no
SRR16088017	lineage2.2.1	no
SRR16088018	lineage2.2.1	no
SRR16088019	lineage2.2.1	no
SRR16088020	lineage4.2.2	no
SRR16088021	lineage4.2.1	no
SRR16088022	lineage2.2.1	no
SRR16088024	lineage4.3.3	no
SRR16088025	lineage4.1.2.1	no
SRR16088026	lineage4.8	no
SRR16088027	lineage4.8	no
SRR16088028	lineage2.2.1	no
SRR16088029	lineage2.2.1	no
SRR16088030	lineage4.8;lineage2.2.1	yes
SRR16088031	lineage2.2.1	no
SRR16088032	lineage4.8	no
SRR16088033	lineage4.8	no
SRR16088034	lineage4.3.3	no
SRR16088035	lineage2.2.1	no
SRR16088036	lineage2.2.1	no
SRR16088037	lineage2.2.1	no
SRR16088038	lineage4.8	no
SRR16088039	lineage4.8	no
SRR16088040	lineage2.2.1	no
SRR16088041	lineage4.8	no
SRR16088042	lineage2.2.1	no
SRR16088043	lineage2.2.1	no
SRR16088044	lineage4.3.3	no
SRR16088045	NA	NA
SRR16088046	lineage2.2.1	no
SRR16088047	lineage4.8	no
SRR16088049	lineage2.2.1	no
SRR16088053	lineage2.2.1	no
SRR16088055	lineage2.2.1	no
SRR16088056	lineage2.2.1	no
SRR16088057	lineage2.2.1	no
SRR16088058	lineage2.2.1	no
SRR16088059	lineage2.2.1	no
SRR16088060	lineage2.2.1	no
SRR16088061	lineage2.2.1	no
SRR16088062	lineage2.2.1	no
SRR16088063	lineage4.3.3	no
SRR16088064	lineage2.2.1	no
SRR16088065	lineage2.2.1	no
SRR16088066	lineage2.2.1	no
SRR16088067	lineage2.2.1	no
SRR16088068	lineage4.8	no
SRR16088069	lineage4.3.3;lineage2.2.1	yes
SRR16088071	lineage2.2.1	no
SRR16088072	lineage4.3.3	no
SRR16088073	lineage4.2.1	no
SRR16088074	lineage2.2.1	no
SRR16088075	lineage4.8	no
SRR16088076	lineage4.2.1	no
SRR16088077	lineage4.1.2.1	no
SRR16088078	lineage4.1.2.1	no
SRR16088081	lineage2.2.1	no
SRR16088082	lineage4.1.2	no
SRR16088083	lineage2.2.1	no
SRR16088084	lineage2.2.1	no
SRR16088085	lineage2.2.1	no
SRR16088086	lineage4.1.2.1	no
SRR16088087	lineage4.8	no
SRR16088088	lineage2.2.1	no
SRR16088091	lineage4.8	no
SRR16088093	lineage4	no
SRR16088094	lineage4.8	no
SRR16088095	lineage4.3.3	no
SRR16088096	lineage4.8	no
SRR16088097	lineage4.8	no
SRR16088098	lineage4.8	no
SRR16088099	lineage4.1.2.1	no
SRR16088100	lineage4.2.1	no
SRR16088102	lineage2.2.1	no
SRR16088103	lineage3	no
SRR16088104	lineage4.8	no
SRR16088105	lineage4.3.3	no
SRR16088106	lineage4.3.3	no
SRR16088107	lineage2.2.1	no
SRR16088108	lineage4.8;lineage4.1.2.1	yes
SRR16088109	lineage2.2.1	no
SRR16088110	lineage4.8	no
SRR16088111	lineage4.3.3	no
SRR16088112	lineage4.3.3	no
SRR16088113	lineage4.8	no
SRR16088114	lineage4.3.3	no
SRR16088115	lineage2.2.1	no
SRR16088116	lineage2.2.1	no
SRR16088117	lineage4.3.3	no
SRR16088118	lineage4.3.3	no
SRR16088119	lineage4.8	no
SRR16088120	lineage4.5	no
SRR16088121	lineage4.8	no
SRR16088122	NA	NA
SRR16088124	lineage2.2.1	no
SRR16088127	lineage4.2.1	no
SRR16088128	lineage4.8	no
SRR16088129	lineage4.3.3	no
SRR16088130	lineage4.3.3	no
SRR16088131	lineage2.2.1	no
SRR16088132	lineage4.3.3	no
SRR16088133	lineage4.2.1.1	no
SRR16088134	lineage2.2.1	no
SRR16088135	lineage4.8	no
SRR16088136	lineage4.2.1	no
SRR16088138	lineage4.8	no
SRR16088139	lineage4.2.1.1	no
SRR16088140	lineage2.2.1	no
SRR16088141	lineage4	no
SRR16088142	lineage4.2.1	no
SRR16088143	lineage2.2.1	no
SRR16088144	lineage2.2.1	no
SRR16088145	lineage2.2.1	no
SRR16088146	lineage4.3.3	no
SRR16088147	lineage2.2.1	no
SRR16088148	lineage4.8	no
SRR16088149	lineage4.3.3	no
SRR16088151	lineage2.2.1	no
SRR16088152	lineage4.3.3;lineage2.2.1	yes
SRR16088153	lineage2.2.1	no
SRR16088154	lineage2.2.1	no
SRR16088155	lineage4.2.1	no
SRR16088156	lineage2.2.1	no
SRR16088157	lineage4.3.3	no
SRR16088159	lineage2.2.1	no
SRR16088160	lineage4.1.2.1	no
SRR16088161	lineage2.2.1	no
SRR16088162	lineage4.8	no
SRR16088163	lineage2.2.1	no
SRR16088164	lineage4.3.3	no
SRR16088165	lineage4.8	no
SRR16088166	lineage2.2.1	no
SRR16088167	lineage2.2.1	no
SRR16088168	lineage2.2.1	no
SRR16088169	lineage4.8	no
SRR16088170	lineage2.2.1	no
SRR16088171	lineage2.2.1	no
SRR16088172	lineage4.8	no
SRR16088173	lineage4.8	no
SRR16088174	lineage2.2.1	no
SRR16088178	lineage4.8	no
SRR16088179	lineage2.2.1	no
SRR16088181	lineage2.2.1	no
SRR16088182	lineage2.2.1	no
SRR16088183	lineage2.2.1	no
SRR16088184	lineage4.3.3	no
SRR16088185	lineage2.2.1	no
SRR16088186	lineage2.2.1	no
SRR16088188	lineage2.2.1	no
SRR16088189	lineage4.1.2	no
